Date,Open,High,Low,Close,Adj Close,Volume,EMA_20,EMA_100,signal,position,trade,asset_return,strategy_gross_return,cost,strategy_net_return,buy_and_hold_equity,strategy_equity
,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,,,
2015-01-16,26.75749969482422,26.895000457763672,26.299999237060547,26.497499465942383,23.475133895874023,314053200,27.213320729281467,27.300563728484462,0,0.0,1.0,-0.0077700976729632165,-0.0,0.0015,-0.0015,9694.502523429355,9662.417608568738
2015-01-20,26.959999084472656,27.24250030517578,26.625,27.18000030517578,24.079792022705078,199599600,27.210147355557115,27.2981763339635,0,0.0,0.0,0.02575717909196018,0.0,0.0,0.0,9944.205561132783,9662.417608568738
2015-01-21,27.237499237060547,27.764999389648438,27.0674991607666,27.387500762939453,24.263622283935547,194303600,27.227038156260196,27.299945134537282,0,0.0,0.0,0.007634306675271096,0.0,0.0,0.0,10020.12267602841,9662.417608568738
2015-01-22,27.565000534057617,28.11750030517578,27.43000030517578,28.100000381469727,24.894847869873047,215185600,27.31017741580396,27.31578781269436,0,0.0,0.0,0.02601550337497094,0.0,0.0,0.0,10280.80121132425,9662.417608568738
2015-01-23,28.075000762939453,28.4375,27.88249969482422,28.2450008392334,25.023317337036133,185859200,27.399208218035334,27.334188070645627,1,0.0,0.0,0.005160158569225137,0.0,0.0,0.0,10333.851775793364,9662.417608568738
2015-01-26,28.434999465942383,28.59000015258789,28.200000762939453,28.274999618530273,25.04988670349121,222460000,27.482616922844375,27.35281800228691,1,1.0,1.0,0.001062091641194307,0.001062091641194307,0.0015,-0.00043790835880569293,10344.827273385776,9658.186355131676
2015-01-27,28.104999542236328,28.1200008392334,27.25749969482422,27.28499984741211,24.172813415527344,382274800,27.463796248993685,27.351475068527012,1,1.0,0.0,-0.035013254976999475,-0.035013254976999475,0.0,-0.035013254976999475,9982.6211983697,9320.021813664074
2015-01-28,29.407499313354492,29.530000686645508,28.827499389648438,28.827499389648438,25.539369583129883,585908400,27.59367273857985,27.380703272905656,1,1.0,0.0,0.056532877070278875,0.056532877070278875,0.0,0.056532877070278875,10546.967495416295,9846.909461148261
2015-01-29,29.079999923706055,29.797500610351562,28.889999389648438,29.725000381469727,26.33449363708496,337745600,27.796656323616983,27.427124997827715,1,1.0,0.0,0.03113350137277493,0.03113350137277493,0.0,0.03113350137277493,10875.331522413451,10153.478230374512
2015-01-30,29.600000381469727,30.0,29.212499618530273,29.290000915527344,25.949111938476562,334982000,27.938879618084638,27.46401362986137,1,1.0,0.0,-0.014634128187044793,-0.014634128187044793,0.0,-0.014634128187044793,10716.180526837845,10004.890928406845
